,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
players,Steven,Adams,C,26,211,265,20,77,1.7,3.2,0.60,9.2,0.64,0.10,0.10,1.6,64,5.3,49,2.1,66,65,1.2,1.1,74,,,,,,

players,Danilo,Gallinari,PF,31,208,233,20,63,1.4,5.4,0.90,6.8,0.46,6.4,0.42,0.9,64,5.1,56,2.3,70,66,0.7,0.2,85,,,,,,

players,Terrance,Ferguson,SF,21,198,190,20,64,0.8,1.3,0.78,1.7,0.42,3.5,0.33,0.5,40,1.3,83,1,72,79,0.5,0.3,77,,,,,,

players,Shai,G-Alexander,SG,21,196,180,20,75,2.2,4.1,0.80,11.4,0.47,3.5,0.35,0.7,61,5.6,70,3.8,75,74,1.2,0.6,80,PT,,,,,

players,Chris,Paul,PG,34,185,175,20,80,2.4,4.4,0.90,8.2,0.48,4.5,0.36,0.4,87,4.6,80,8.2,85,70,1.5,0.1,84,CG,,,,,

players,Nerlens,Noel,C,25,208,220,20,74,1.4,2.2,0.65,6.2,0.55,0.10,0.30,2,42,4.6,34,1.2,84,66,1.3,1.4,63,,,,,,

players,Dennis,Schroeder,PG,26,185,172,20,62,2.4,3.5,0.84,9.8,0.44,5.1,0.37,0.4,58,2.9,68,4.7,63,75,0.8,0.2,72,HH,,,,,

players,Mike,Muscala,PF,28,208,240,20,60,0.7,1.6,0.82,1.4,0.44,2.6,0.36,1.4,35,3.2,50,1.3,75,63,0.4,0.5,68,,,,,,

players,Hamidou,Diallo,SG,21,196,202,20,65,1.3,1.7,0.65,4.9,0.46,1.2,0.30,0.8,42,2.5,77,0.8,70,63,0.8,0.3,71,,,,,,

players,Andre,Roberson,SF,28,201,210,20,83,0.8,0.9,0.52,3.7,0.48,1.4,0.25,1.5,54,2.8,64,1.3,70,67,1.2,1.1,76,,,,,,

players,Luguentz,Dort,SG,20,190,215,20,57,1.5,1.3,0.80,3.2,0.42,2.6,0.30,0.6,35,1.5,50,1,68,69,0.8,0.2,70,R,,,,,

players,Abdel,Nader,SF,26,196,225,20,61,0.8,1.4,0.76,3.2,0.46,2.2,0.36,0.4,41,2,65,0.8,78,59,0.4,0.4,65,,,,,,

players,Darius,Bazley,SF,22,203,208,20,54,1.6,1.6,0.70,2.8,0.40,2.2,0.30,0.5,30,3.5,56,0.7,68,69,0.4,0.7,70,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Nikola,Vucevic,C,29,211,260,21,66,1.9,2.6,0.78,12.1,0.47,4.8,0.33,2.5,63,8.3,30,3.6,64,72,0.9,0.9,71,,,,,,

players,Jonathan,Isaac,PF,22,211,230,21,73,1.5,2.6,0.77,7.5,0.47,3,0.33,2.1,39,5.4,53,1.6,79,65,1.6,2.4,73,,,,,,

players,Aaron,Gordon,SF,24,203,235,21,64,1.8,3.3,0.70,8.7,0.44,4.2,0.33,1.8,70,5.8,80,3.6,70,70,0.8,0.7,70,SP,,,,,

players,Evan,Fournier,SG,27,201,205,21,62,2,3.4,0.82,7.6,0.47,6.7,0.40,0.5,65,2.3,67,3.4,68,68,1,0.3,81,,,,,,

players,Markelle,Fultz,PG,21,190,209,21,70,2.1,2.2,0.74,8.5,0.45,1.9,0.36,0.7,59,3.2,72,5.2,68,72,1.3,0.3,75,,,,,,

players,Terrence,Ross,SG,29,198,206,21,65,1.2,2.6,0.85,5,0.40,7.2,0.34,0.4,51,3.3,82,1.2,65,65,1.1,0.4,83,,,,,,

players,DJ,Augustine,PG,32,180,183,21,55,1.5,3,0.88,4.6,0.38,3.5,0.33,0.4,48,2.2,59,4.6,69,60,0.6,0.3,65,,,,,,

players,Al-Farouq,Aminu,PF,29,203,220,21,70,1.2,1.9,0.75,3.4,0.32,2.6,0.29,1.3,44,3.5,53,1.4,65,61,1,0.5,68,PT,,,,,

players,Khem,Birch,C,27,206,233,21,63,1.8,2.4,0.65,3.3,0.55,0.10,0.10,2,26,3.3,35,1.2,70,65,0.5,0.7,61,,,,,,

players,Wesley,Iwundu,SF,25,198,195,21,65,1.2,2.3,0.82,4.5,0.40,1.8,0.33,0.8,27,2.5,63,1.4,75,64,0.8,0.4,66,,,,,,

players,Mo,Bamba,C,21,213,231,21,76,2.8,1.7,0.66,5.7,0.48,2,0.34,1.7,30,4.6,32,1.2,63,73,0.4,2.2,63,,,,,,

players,James,Ennis III,SF,29,198,215,21,65,1.3,1.8,0.80,5.2,0.44,2.6,0.35,1,38,2.4,54,1.3,62,64,0.7,0.4,65,,,,,,

players,Michael,Carter-Williams,PG,27,196,190,21,70,2.4,3.1,0.71,7.5,0.41,1.8,0.26,1.1,40,3.5,52,4.4,80,64,1.3,0.5,65,,,,,,

players,Melvin,Frazier JR,SG,23,196,215,21,64,2.4,1.4,0.66,4.2,0.38,1.5,0.33,0.7,20,1.1,54,1.4,62,65,0.7,0.2,70,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Joel,Embiid,C,25,213,280,22,78,3.7,9.3,0.82,12.3,0.47,3.9,0.34,2.6,80,9.1,57,3.4,62,72,0.9,2,76,,,,,,

players,Al,Horford,PF,33,206,240,22,80,1.6,2.2,0.76,9.8,0.46,4.3,0.33,2.1,67,5.7,44,3.5,64,64,0.9,1.2,79,,,,,,

players,Tobias,Harris,SF,27,203,226,22,68,1.4,3.2,0.82,11,0.47,5,0.35,1,62,6.4,63,3,75,68,0.6,0.4,75,,,,,,

players,Josh,Richardson,SG,26,196,200,22,73,1.7,2.8,0.82,7.6,0.43,5.4,0.33,0.9,57,2.7,75,3.6,94,70,1.1,0.7,79,,,,,,

players,Ben,Simmons,PG,23,208,240,22,76,3.5,5.3,0.62,11.4,0.59,0.10,0.23,2.2,76,6.4,70,8.2,84,76,1.9,0.8,73,,,,,,

players,Glenn,Robinson III,SF,25,198,222,22,62,1.5,2,0.83,5.6,0.46,3.4,0.37,0.9,38,2.3,82,1.6,69,68,1,0.4,67,,,,,,

players,Mike,Scott,PF,31,201,237,22,63,0.8,2,0.82,7,0.46,4.3,0.37,1.2,40,3.3,50,1.2,75,60,0.6,0.2,59,,,,,,

players,Furkan,Korkmaz,SG,22,201,202,22,60,1.2,1.8,0.78,4.8,0.42,8,0.38,0.4,43,2.7,64,2,80,66,0.8,0.2,74,,,,,,

players,Kyle,OQuinn,C,29,206,250,22,64,1.4,1.6,0.74,4,0.49,1.5,0.31,2.1,44,4.8,49,2.2,70,65,0.4,1.5,66,,,,,,

players,Raul,Neto,PG,27,185,180,22,64,1.4,1,0.82,3.8,0.44,2.5,0.37,0.4,30,1.6,70,3,59,68,0.8,0.2,67,,,,,,

players,Alec,Burks,SF,28,198,214,22,65,1.1,4.5,0.85,8.7,0.38,8.2,0.30,0.7,49,5,63,2.8,70,66,0.9,0.2,79,,,,,,

players,Mattise,Thybule,SF,23,196,201,22,77,1.4,1.4,0.65,3.2,0.40,4.6,0.36,1,36,1.5,74,2.1,80,70,2.3,1,74,R,,,,,

players,Shake,Milton,SG,23,196,205,22,61,1.6,1.8,0.77,5.7,0.50,6,0.46,0.4,34,3.6,62,3.5,65,67,0.8,0.3,69,,,,,,

players,Norvel,Pelle,PF,27,208,231,22,59,1.2,1,0.70,3.2,0.51,0.10,0.20,1.2,31,4.2,50,0.6,70,64,0.2,1.8,61,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Aron,Baynes,C,31,208,260,23,70,1.6,2.4,0.75,9.2,0.50,3.7,0.33,2.6,56,6.8,44,2.6,70,67,0.4,0.8,64,IH,,,,,

players,DeAndre,Ayton,PF,21,211,250,23,72,2.7,4.9,0.76,15.4,0.55,0.1,0.10,3.7,61,7.5,52,3.3,64,74,1.2,2.2,68,,,,,,

players,Kelly,Oubre Jr,SF,24,201,203,23,73,2.2,8.1,0.78,9.3,0.45,5.5,0.36,1.8,62,6.2,72,1.7,72,72,2,1.1,74,,,,,,

players,Devin,Booker,SG,23,206,206,23,67,3.7,7.8,0.89,12.3,0.49,5.9,0.36,0.7,82,4.1,69,6.6,70,79,1.1,0.4,90,SP,,,,,

players,Ricky,Rubio,PG,29,191,190,23,72,2.7,3.7,0.84,7.7,0.41,3.4,0.33,0.6,58,3.4,81,8.8,85,68,1.4,0.2,82,CG,,,,,

players,Dario,Saric,PF,25,208,225,23,60,1.6,2.2,0.86,8,0.45,3.6,0.32,1.5,40,4.5,46,2.3,77,65,1.2,0.3,68,,,,,,

players,Mikal,Bridges,SF,23,198,209,23,72,2,2.4,0.82,7,0.47,4.3,0.35,1.2,40,4.6,69,2.6,75,69,1.8,0.7,70,,,,,,

players,Frank,Kaminsky,PF,26,213,240,23,64,1.5,5.1,0.70,9.6,0.46,4.1,0.35,1.3,53,5.3,43,3.8,66,67,0.6,0.5,68,,,,,,

players,Jevon,Carter,PG,24,185,200,23,68,1.4,2.7,0.80,3.6,0.36,3.8,0.38,0.6,32,2.1,56,3.1,65,70,1.2,0.4,67,,,,,,

players,Cameron,Johnson,SF,24,203,210,23,64,1.2,1.4,0.77,3.2,0.42,8.2,0.40,1.3,42,3.5,54,1.8,67,67,0.9,0.4,80,R,,,,,

players,Cheick,Diallo,C,23,203,219,23,60,1.4,1.7,0.78,5.7,0.63,0.10,0.25,1.4,33,4.5,40,0.9,70,64,0.3,0.5,59,,,,,,

players,Elie,Okobo,PG,23,190,190,23,65,1.4,2.2,0.76,2.8,0.34,2.4,0.34,0.4,39,2.6,58,4.1,65,71,0.7,0.2,65,,,,,,

players,Ty,Jerome,PG,23,196,195,23,68,1.3,1.2,0.79,3.8,0.35,3,0.27,0.2,31,2.2,57,2.8,65,73,1,0.2,66,R,,,,,

players,Jalen,Lecque,PG,19,193,185,23,62,1.1,1.6,0.84,2.8,0.40,1,0.20,0.3,25,2.6,72,2.7,72,70,0.6,0.3,73,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Hassan,Whiteside,C,30,213,265,24,75,2.5,4.6,0.71,11,0.62,0.10,0.32,4,58,10.3,53,1.3,55,67,0.7,2.5,72,HH,,,,,

players,Carmelo,Anthony,PF,35,203,238,24,69,2.2,3.8,0.82,9.8,0.43,4,0.36,1.4,85,5.3,70,2.6,95,70,1,0.6,75,EX,,,,,

players,Trevor,Ariza,SF,34,203,215,24,75,1.3,2.1,0.78,2.6,0.40,4.4,0.39,0.8,65,3.9,68,2.2,70,68,1.4,0.2,84,,,,,,

players,CJ,McCollum,SG,28,190,190,24,67,2.1,2.6,0.79,12.2,0.45,6.9,0.38,0.6,86,3.2,80,4.1,67,72,1.1,0.7,90,HH,,,,,

players,Damian,Lillard,PG,29,188,195,24,68,2.8,7,0.90,10.3,0.46,9,0.40,0.8,93,3.7,93,7.1,80,74,1.2,0.3,90,HH,,,,,

players,Jusuf,Nurkic,C,25,213,290,24,72,2.7,4.7,0.71,10.2,0.51,0.4,0.10,2.9,50,6.3,35,2.5,62,68,0.9,1.3,68,,,,,,

players,Rodney,Hood,SF,27,203,208,24,65,1.3,2.1,0.80,7.4,0.46,3.7,0.46,0.8,50,4.7,74,1.8,57,68,1.2,0.4,75,,,,,,

players,Mario,Hezonja,SF,25,203,220,24,66,1.4,1.4,0.82,4.2,0.41,2,0.32,0.5,52,3.2,65,1.3,63,70,1.2,0.3,71,,,,,,

players,Gary,Trent JR,SG,22,196,209,24,64,0.7,1.3,0.77,5.2,0.42,3.8,0.40,0.4,34,2.7,64,1.2,70,68,0.7,0.3,68,EX,,,,,

players,Anfernee,Simmons,PG,20,190,179,24,62,1.3,2.5,0.79,8.2,0.40,5.7,0.35,0.5,38,1.9,74,2.8,63,72,0.5,0.2,70,,,,,,

players,Nassir,Little,SF,23,196,220,24,70,1.2,2.6,0.75,4.7,0.44,2.7,0.30,0.8,40,2.9,65,2.2,74,74,0.6,0.6,80,R,,,,,

players,Zach,Collins,PF,22,211,250,24,67,2,2.8,0.75,7.4,0.45,2.3,0.39,1.1,47,3.8,53,1.6,79,68,0.4,0.9,67,,,,,,

players,Caleb,Swanigan,C,22,206,260,24,67,1.5,2.2,0.68,4.3,0.44,0.20,0.20,1.2,30,4.7,50,2.6,75,72,0.4,0.4,64,,,,,,

players,Jaylen,Hoard,SF,20,203,215,24,59,1.8,2.7,0.70,4.7,0.43,1.6,0.30,1,30,2.6,64,2.1,86,68,0.4,0.3,70,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Richaun,Holmes,C,26,208,235,25,71,1.5,2.8,0.82,8.5,0.60,0.15,0.30,3.1,52,5.7,49,1.4,65,68,1.1,1.4,65,,,,,,

players,Marvin,Bagley III,PF,20,211,235,25,67,1.6,4.4,0.72,11.1,0.47,2.8,0.32,2.3,59,5.2,67,1.4,50,72,0.7,1.2,74,,,,,,

players,Harrison,Barnes,SF,27,203,225,25,70,1.5,3.9,0.81,7.9,0.48,3.9,0.38,1.3,70,4.9,70,2,80,71,0.7,0.3,86,PT,,,,,

players,Buddy,Hield,SG,27,194,220,25,68,2.1,2.3,0.86,7.1,0.43,9.2,0.40,1.1,60,3.8,64,2.7,62,72,1.1,0.4,80,,,,,,

players,De'Aaron,Fox,PG,22,190,185,25,75,3.2,6.7,0.70,11.3,0.48,3.4,0.33,0.7,68,4.3,92,6.7,64,75,1.4,0.6,84,,,,,,

players,Bogdan,Bogdanovic,SF,27,198,220,25,63,1.7,2.2,0.81,9.2,0.43,7.1,0.37,0.4,62,3.4,68,3.4,58,65,1.2,0.3,72,IH,,,,,

players,Cory,Joseph,PG,28,190,200,25,73,1.4,2.4,0.82,6.9,0.43,3.7,0.36,0.6,47,2.5,70,3.4,67,68,0.9,0.3,74,,,,,,

players,Nemanja,Bjelica,PF,31,208,234,25,64,1.7,1.6,0.78,5.4,0.48,4.7,0.44,1.7,62,5.3,56,3.1,90,67,1.1,0.5,65,,,,,,

players,Kent,Bazemore,SF,30,193,195,25,72,1.6,4.1,0.74,5.7,0.42,3.3,0.38,0.6,40,4.7,52,1.9,97,66,1.5,0.7,72,PT,,,,,

players,Alex,Len,C,26,213,250,25,69,1.4,2.7,0.68,6.4,0.63,0.6,0.33,2.3,42,4.8,34,1.1,61,67,0.7,1.2,63,,,,,,

players,Yogi,Ferrell,PG,26,183,178,25,62,1.3,1.4,0.88,4.2,0.40,2.9,0.36,0.4,44,1.7,75,2.5,88,62,0.5,0.3,82,,,,,,

players,Justin,James,SG,23,201,190,25,58,1.8,2.3,0.70,3.1,0.43,2,0.35,0.3,20,1.5,50,1,70,70,0.3,0.4,74,R,,,,,

players,Jabari,Parker,PF,24,203,245,25,66,2.1,3.6,0.75,8.7,0.50,2.7,0.33,1.6,64,5.4,66,2.7,74,70,1.5,0.8,76,HH,,,,,

players,Harry,Giles,C,21,211,240,25,65,1.8,2.6,0.70,6.7,0.53,0.7,0.15,1.4,40,3.7,50,1.8,81,65,0.7,0.7,72,,,,,,

players,DaQuan,Jeffries,SG,20,196,230,25,55,1.2,2.1,0.70,4.2,0.44,1.7,0.27,0.4,15,3.1,59,1.6,62,70,1.1,0.4,65,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Jakob,Poeltl,C,24,216,245,26,64,1.4,2.4,0.56,4.7,0.62,0.05,0.50,2.3,35,4.3,35,2.2,78,70,0.8,2.1,64,,,,,,

players,Lamarcus,Aldridge,PF,34,211,250,26,75,2.3,4.6,0.86,12.2,0.50,2.1,0.40,2.5,74,6.3,57,2.4,75,68,1,2.2,80,,,,,,

players,Demar,DeRozan,SF,30,198,220,26,71,2.5,6.2,0.84,16.5,0.47,2.3,0.30,0.8,80,5.1,81,5.8,75,69,1.1,0.3,84,HH,,,,,

players,Bryn,Forbes,SG,25,188,205,26,65,1.3,2.2,0.80,4.1,0.42,5.5,0.40,0.5,40,2.7,64,2.3,70,66,0.7,0.1,75,,,,,,

players,Dejounte,Murray,PG,23,193,180,26,82,2.4,2.7,0.75,9.1,0.47,2,0.38,1.3,45,5.1,66,4.7,86,72,1.8,0.5,74,,,,,,

players,Rudy,Gay,SF,32,203,250,26,65,1.9,4.2,0.85,6.2,0.45,2.8,0.36,1.1,64,5.1,67,2.2,80,68,1.2,0.7,72,SP,,,,,

players,Patty,Mills,PG,31,185,180,26,64,1.3,1.8,0.86,4.1,0.43,5.6,0.38,0.3,50,2.6,84,3.1,85,73,0.8,0.2,73,EX,,,,,

players,Trey,Lyles,PF,24,206,234,26,66,1.3,1.8,0.71,3.6,0.44,3.3,0.34,1.2,47,6.1,49,1.6,64,65,0.8,0.8,68,,,,,,.

players,Lonnie,Walker IV,SG,21,196,204,26,71,1,1.4,0.74,4.2,0.44,1.7,0.41,0.6,42,2.4,74,1.3,75,70,0.7,0.3,70,,,,,,

players,Derrick,White,PG,25,193,190,26,72,1.5,3,0.86,5.5,0.45,3,0.36,0.6,53,3.4,74,4.2,80,67,1.1,1.1,73,EX,,,,,

players,Marco,Belinelli,SG,33,196,220,26,62,1.3,1.5,0.84,3.4,0.39,3.8,0.36,0.3,59,2,60,2.2,70,64,0.8,0.2,70,,,,,,

players,Keldon,Johnson,SF,20,196,220,26,59,2.1,2.8,0.67,3.6,0.50,2.7,0.40,0.6,30,2.4,62,2.6,67,68,0.5,0.2,72,R,,,,,

players,Chimezie,Metu,C,22,206,225,26,64,2.2,3.4,0.76,3.2,0.57,0.10,0.10,1.1,30,3.2,50,0.9,65,71,0.9,0.7,65,,,,,,

players,Drew,Eubanks,PF,23,206,245,26,62,1.6,2.1,0.78,2.6,0.68,0.10,0.35,0.6,27,2.7,46,1,65,68,0.3,0.6,67,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Pascal,Siakam,PF,25,206,230,27,79,2.8,5.7,0.80,13.7,0.46,6,0.37,1.6,70,6.5,70,3.8,70,74,1.3,1.3,75,,,,,,

players,Marc,Gasol,C,35,211,255,27,73,2.1,2.4,0.76,4.7,0.43,3.7,0.40,1.2,68,5.9,58,4.3,75,68,1,1.3,74,IH,,,,,

players,OG,Anunoby,SF,22,201,232,27,70,1.5,1.6,0.70,5.4,0.51,3.8,0.38,1.3,45,4.6,63,1.8,73,68,1.8,0.9,72,,,,,,

players,Patrick,McCaw,SG,24,201,181,27,68,1.6,1.6,0.74,3.2,0.43,2.4,0.34,0.5,40,2,62,2.4,71,65,1.2,0.2,70,,,,,,

players,Kyle,Lowry,PG,33,183,196,27,79,3.1,5.7,0.88,6.4,0.42,7.6,0.36,0.7,88,4.2,80,8.2,75,75,1.3,0.2,85,HH,,,,,

players,Serge,Ibaka,C,30,213,235,27,78,2.1,2.7,0.74,9.2,0.52,3.3,0.39,2.3,65,6.2,62,1.7,65,65,0.7,1.2,74,IH,,,,,

players,Fred,VanVleet,PG,26,185,197,27,72,2.5,3.8,0.85,7.9,0.42,7.2,0.39,0.5,58,2.7,60,6.8,63,70,2.2,0.3,78,EX,,,,,

players,Norman,Powell,SG,26,191,215,27,70,1.7,3.3,0.84,6.9,0.51,5.5,0.40,0.6,50,3.4,70,2.2,65,72,1.5,0.4,74,,,,,,

players,Stanley,Johnson,SF,23,198,242,27,68,1.8,1.8,0.78,4.2,0.38,3,0.30,0.7,38,3.1,62,1.9,66,70,1.2,0.3,68,,,,,,

players,Rondae,Hollis-Jefferson,PF,25,198,217,27,69,1.3,3.3,0.74,7.7,0.45,1.2,0.22,2,50,2.4,64,2.3,62,69,1.2,0.8,73,,,,,,

players,Chris,Boucher,C,27,206,200,27,65,2.1,2.8,0.80,4.4,0.46,2.2,0.30,2,39,3.5,60,0.9,72,67,0.7,1.8,64,,,,,,

players,Malcolm,Miller,SF,27,201,210,27,59,1.5,1.9,0.77,4.9,0.42,1.6,0.40,0.4,33,2.2,50,3.5,59,64,0.3,0.3,66,,,,,,

players,Terence,Davis,SG,22,193,201,27,64,2.3,2.4,0.87,6.5,0.47,3.5,0.40,1.1,30,3.5,58,3,71,67,0.8,0.4,71,R,,,,,

players,Oshae,Brissett,PF,21,201,210,27,59,2,3.8,0.80,3.3,0.38,1.4,0.25,1.2,25,2.7,57,1.2,90,71,0.7,0.2,67,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Rudy,Gobert,C,27,216,258,28,90,2.2,6.4,0.63,8.6,0.67,0.05,0.05,4.2,72,10.2,42,1.8,65,71,1,2.6,75,IH,,,,,

players,Bojan,Bogdanovic,PF,30,203,226,28,68,2.9,4.8,0.90,8.1,0.46,6.8,0.40,0.8,63,3.7,68,2.3,60,63,0.7,0.3,72,IH,,,,,

players,Joe,Ingles,SF,32,201,220,28,73,2.4,1.7,0.78,3.5,0.44,5.5,0.41,0.5,59,4.3,61,6.1,62,71,1.2,0.3,74,PT,,,,,

players,Donovan,Mitchell,SG,23,185,215,28,73,2.8,5.1,0.86,13.2,0.45,6.8,0.36,1,79,4.3,75,4.5,86,73,1.7,0.5,75,,,,,,

players,Mike,Conley,PG,32,185,175,28,74,2.1,4.4,0.82,7.2,0.42,5.5,0.38,0.8,74,3.1,80,5.9,70,68,1.3,0.3,82,HH,,,,,

players,Jordan,Clarkson,SG,27,193,192,28,65,1.8,2.4,0.80,7.3,0.47,6.1,0.38,1.3,61,2.6,80,2.1,66,68,1.3,0.3,80,SP,,,,,

players,Emmanuel,Mudiay,PG,24,191,200,28,68,2.2,2.6,0.76,6,0.44,2.4,0.34,0.8,52,2.8,73,3.5,60,67,0.9,0.4,70,,,,,,

players,Ed,Davis,C,30,206,218,28,63,1.5,2.2,0.62,3.3,0.44,0.1,0.15,2.5,40,4.3,40,1.2,60,63,0.7,1.3,65,,,,,,

players,Royce,ONeale,SF,27,193,226,28,70,1.4,1.4,0.78,2.7,0.44,3.5,0.40,0.4,38,4.2,63,2.8,75,67,1,0.6,65,,,,,,

players,Georges,Niang,SF,26,201,230,28,64,1,1.2,0.84,3.2,0.45,3.3,0.42,0.5,38,2.1,60,1.1,64,65,0.6,0.3,70,,,,,,

players,Rayon,Tucker,SG,22,191,209,28,58,1.8,2.3,0.72,3.7,0.42,1.7,0.30,0.4,25,2.6,67,1,58,64,0.7,0.2,71,R,,,,,

players,Juwan,Morgan,SF,23,201,232,28,57,2,1.2,0.70,4.2,0.47,3,0.24,0.5,20,2.4,63,1,65,63,0.3,0.7,69,R,,,,,

players,Tony,Bradley,C,22,208,248,28,64,2.1,3.7,0.67,5.6,0.62,0.10,0.20,2.1,32,3.1,34,0.6,60,66,0.5,1,63,,,,,,

players,Nigel,W-Goss,PG,25,188,190,28,63,1.7,2.2,0.77,4.7,0.38,2.9,0.35,0.4,30,2.7,55,3.2,65,68,0.8,0.4,69,R,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,Thomas,Bryant,C,22,208,248,29,70,1.7,3.2,0.75,7.2,0.60,1.7,0.39,2.2,55,7.3,48,2.1,70,72,0.6,1.5,75,,,,,,

players,Rui,Hachimura,PF,22,203,230,29,67,1.4,3.3,0.83,9.8,0.49,2.4,0.30,1.8,55,4.8,67,2.3,75,72,1.4,0.3,75,R,,,,,

players,Troy,Brown JR,SF,20,198,215,29,65,1.8,3.2,0.75,7.4,0.46,3.3,0.34,1.4,40,4.6,65,3.1,80,70,1.7,0.3,73,SP,,,,,

players,Bradley,Beal,SG,26,191,207,29,73,3.2,8.5,0.85,13.5,0.46,7.8,0.36,1,85,3.5,83,5.8,75,73,1.4,0.6,85,SP,,,,,

players,John,Wall,PG,29,193,210,29,75,4,5.5,0.79,12,0.43,5,0.31,0.8,85,3.5,90,9.4,95,70,2.1,1.1,85,HH,,,,,

players,Davis,Bertans,SF,27,208,225,29,69,1.4,2.5,0.86,5.2,0.44,9,0.42,0.7,46,4.2,65,2.1,70,65,1,1,69,,,,,,

players,Moritz,Wagner,C,23,211,245,29,62,1.8,2.8,0.81,4.9,0.58,2.5,0.35,1.5,43,4.8,62,1.7,67,72,0.9,0.9,67,,,,,,

players,Ish,Smith,PG,31,183,175,29,65,1.5,1.5,0.68,8.2,0.45,2.5,0.37,0.6,49,3.2,65,5.2,57,64,1.3,0.5,68,,,,,,

players,Isaac,Bonga,PG,20,203,180,29,64,1.2,1.8,0.82,2.9,0.50,1.5,0.40,1.5,40,2.8,65,1.5,65,69,0.9,0.6,71,,,,,,

players,Ian,Mahinmi,C,33,211,262,29,73,1.6,3.4,0.65,5.5,0.50,0.7,0.25,2.4,51,4.4,42,1.6,60,64,1.3,1.9,65,,,,,,

players,Shabazz,Napier,PG,28,183,175,29,64,2.6,3.1,0.82,4.8,0.43,4.2,0.35,0.7,42,2.3,66,4.7,78,65,2.1,0.4,72,,,,,,

players,Andzejs,Pasecniks,C,27,216,220,29,67,1.5,2.8,0.63,5.2,0.53,0.10,0.10,2.4,20,3.6,20,1.2,65,64,0.7,1,63,R,,,,,

players,Jerome,Robinson,SG,23,193,190,29,59,1.3,1.8,0.75,4.3,0.38,3.2,0.35,0.3,26,3.9,65,2,78,63,1.2,0.3,69,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

players,LiAngelo,Ball,SG,21,196,230,-1,65,1.4,2.6,0.71,5.7,0.37,4.9,0.36,0.7,71,4.8,59,2.7,68,68,1,0.3,72,,,,,,

players,Josh,McRoberts,PF,33,208,240,-1,68,1.3,1.6,0.70,4.2,0.47,1.7,0.34,1.1,42,3.3,50,2.5,75,65,0.8,0.6,67,,,,,,

players,Rashad,Vaughn,SG,23,198,202,-1,62,0.7,1.2,0.70,3.9,0.34,2.3,0.32,0.3,35,1.4,68,1,93,70,0.8,0.2,70,,,,,,

players,Sheldon,McClellan,SG,27,198,200,-1,58,1.6,1.5,0.85,3,0.40,1.3,0.25,0.3,25,1.8,61,1.2,70,62,0.7,0.2,67,,,,,,

players,Alex,Abrines,SG,26,198,200,-1,63,1.2,1.3,0.88,4.1,0.39,3.7,0.37,0.4,36,2.1,58,1.3,70,64,0.8,0.2,72,,,,,,

players,Willie,Reed,C,29,211,245,-1,65,0.8,2.2,0.56,4.3,0.60,0.10,0.10,1.8,30,4.2,50,0.7,58,65,0.6,1.5,59,,,,,,

players,Ike,Anigbogu,C,21,208,210,-1,65,2.1,3.4,0.83,5.1,0.37,0.10,0.10,1,32,4.7,38,0.5,66,63,0.5,1.3,61,,,,,,

players,Quincy,Pondexter,SF,31,201,230,-1,69,2.7,3.8,0.75,3.8,0.42,3.4,0.36,0.8,43,2.4,61,2,80,58,0.7,0.3,66,,,,,,

players,Ramon,Sessions,PG,33,191,190,-1,63,2.9,4.2,0.82,7.2,0.43,1.6,0.32,0.9,41,3.2,62,4.1,65,60,1.1,0.2,68,,,,,,

players,DeMarcus,Cousins,C,29,208,270,-1,72,3.9,6.8,0.74,12.2,0.46,2.8,0.33,2.2,72,7.1,38,3.8,82,66,1.7,1.7,66,IH,,,,,

